Gene,6H,12H,18H,24H,48H
Apoa5,103.89,100.0033333,97.61,102.2466667,96.57
Ingx,22.34,24.48333333,23.67,21.54666667,24.93333333
Dbil5P2,22.84,19.62666667,18.24,23.12333333,20.89666667
Wnt8A,21.835,27.33333333,26.35,26.83666667,32.73666667
Il1F10,22.535,20.53666667,24.48,22.06333333,23.38333333
Zan,29.815,33.09666667,32.39333333,32.73,39.58
Krtap4-12,9.67,9.44,9.073333333,9.05,9.06
Frmd8P1,113.77,98.67333333,100.41,108.66,104.6033333
Racgap1P1,9.78,9.193333333,8.97,8.816666667,10.38
C3Orf20,18.97,22.05,20.97,21.34666667,22.82666667
Fscb,9.23,9.29,9.31,8.906666667,9.853333333
Znf33A,12.39,11.32333333,11.99,10.92666667,11.95666667
Cyp4F30P,7.585,8.146666667,7.896666667,7.756666667,7.506666667
Mtfr1L,507.66,454.1166667,428.85,338.6866667,267.2966667
Gpr174,9.835,9.226666667,9.943333333,10.15666667,9.886666667
Vn1R10P,10.105,9.416666667,10.37,9.433333333,8.543333333
Vn1R3,7.915,7.88,8.27,7.983333333,10.38333333
Ttty13,12.42,13.21333333,13.05333333,12.84666667,15.41333333
Ttty10,14.915,16.26666667,15.49,14.13666667,15.02333333
Ubac2,306.17,283.7133333,321.2466667,288.8166667,301.0566667
Mrps36,714.515,888.4,817.7333333,959.68,1380.87
Magi3,63.215,62.91666667,58.12,67.47666667,54.19666667
Ints2,126.48,134.0233333,124.7366667,165.72,193.6766667
Mcm8,536.635,607.0133333,467.57,596.1933333,598.1133333
Mro,38.9,50.64666667,34.83333333,45.45666667,36.23333333
Pcgf6,314.185,305.78,315.5333333,268.2033333,295.6033333
Dgat2,310.19,408.44,314.94,404.4966667,324.36
Lce3D,26.46,26.91333333,23.04,22.75666667,26.12
Cnfn,18.075,17.22666667,18.56,18.39333333,21.56
Mrpl27,1106.34,1055.483333,1186.03,1210.646667,1550.816667
Mrpl36,755.05,790.45,893.5633333,939.0066667,1106.753333
Mrpl43,776.835,705.67,739.52,641.9833333,598.34
Mrps5,944.9,1011.983333,960.5266667,958.36,1120.68
Rnf26,150.525,99.07333333,120.3166667,102.2633333,95.10333333
Angptl1,10.76,11.59,10.25333333,10.84333333,12.44666667
Ube2J2,198.39,185.0866667,214.0966667,154.83,151.3366667
Cfl2,958.87,1240.513333,930.4033333,1459.37,2078.176667
Ms4A8,35.55,32.51666667,37.63666667,34.68666667,38.13
Pacsin1,34.035,30.18,28.74666667,29.74333333,34.6
Ppil3,1285.435,1116.863333,1395.606667,1355.166667,1323.696667
Tigd7,99.55,91.56,127.69,109.0766667,130.27
Bex2,194.815,185.5266667,357.2933333,426.7266667,535.88
Nd4,24003.13,25647.22333,23992.84667,25663.87667,25179.24333
Map1Lc3A,84.75,92.87333333,88.60666667,94.23,106.82
Fthl17,7.82,8.086666667,8.33,7.743333333,8.41
Mov10L1,9.035,10.9,10.57666667,10.29,10.98
Rgs8,15.32,18.36333333,17.14666667,18.79333333,19.68
Tmem121B,40.06,29.31666667,47.59666667,24.91333333,32.55666667
Tmtc1,9.375,8.366666667,9.36,8.663333333,8.31
Fcrl4,13.02,13.88666667,13.95666667,13.02333333,14.74
Mchr2,43.395,39.7,44.57666667,49.10333333,53.01
Tssk6,23.32,24.74333333,25.54666667,26.36,23.73
Pla2G12B,279.195,329.7133333,264.5433333,300.07,220.6133333
Tm2D2,3694.265,3366.083333,2967.843333,1873.366667,1349.26
Card6,398.25,334.1133333,329.2433333,346.1466667,274.1433333
Hint2,1694.67,2195.996667,2335.823333,2711.316667,2630.006667
Pmchl2,13.77,14.85333333,13.80333333,15.12333333,14.91333333
Actr3Bp2,16.57,15.85666667,14.36666667,15.56,17.66
Cdca7,925.55,879.6433333,1084.98,958.5066667,1040.773333
Wdr83,178.315,164.0766667,183.7633333,152.3733333,143.7033333
Prxl2A,1612.45,1587.703333,1502.15,1362.05,1519.673333
Nipsnap3A,415.47,389.0133333,440.1233333,473.6233333,501.9466667
Usp45,25.785,45.65333333,27.18333333,29.18666667,23.14
Phf6,39.11,43.16333333,39.34333333,48.88666667,48.25333333
Linc00467,104.18,161.2766667,127.85,138.1333333,73.1
Mien1,779.805,813.86,711.8866667,708.22,607.1566667
Uqcc2,557.91,576.1166667,755.3133333,611.74,934.0066667
Riok1,443.06,385.7933333,461.8133333,410.9466667,445.4633333
Arhgap9,14.23,14.48666667,16.42,16.31,15.66
Fam220A,938.935,1035.956667,942.2833333,690.5966667,559.6933333
Foxd2-As1,37.66,24.93333333,36.85333333,22.60333333,24.25
Aifm2,1005.695,919.1233333,1131.013333,1220.676667,1296.666667
Chchd6,229.98,192.91,229.37,190.0633333,170.4733333
Cfap300,10.84,10.93666667,13.33,11.22666667,11.32666667
Pym1,408.97,396.61,407.3766667,318.14,247.2666667
Pdcd2L,479.555,440.2733333,549.47,405.3966667,355.1666667
C19Orf48,1372.145,1698.71,1881.58,1885.853333,2715.81
Sec22C,146.34,170.8566667,141.2866667,174.8,119.5033333
Mesp1,37.335,35.29333333,35.27,40.31,47.28333333
Nudt16L1,316.92,344.81,338.96,365.5566667,455.68
C7Orf50,849.365,772.3366667,885.7666667,878.8633333,798.9466667
Mrpl45,647.605,613.35,639.9466667,588.2866667,643.09
Gpat3,292.02,216.3866667,317.2633333,257.5866667,218.4633333
Brms1L,47.425,50.17,52.59333333,53.38666667,39.15333333
Slc30A2,35.8,34.22666667,36.09666667,32.35666667,39.02
Cdin1,208.41,214.1766667,222.38,327.6766667,302.9733333
Tmem241,336.585,360.18,321.54,319.73,320.87
Tmem107,30.56,19.76666667,25.66333333,22.23,16.42666667
Mon1A,125.615,133.5633333,143.7966667,123.09,112.97
Perm1,46.48,39.79666667,44.81,44.71333333,38.63
Kiaa1191,2741.1,2148.486667,2211.86,1639.413333,1351.96
Bud13,282.47,269.99,262.7733333,256.8466667,208.7766667
Plcd4,13.985,16.09333333,12.66,12.31333333,14.81
Plpp7,87.32,96.28666667,90.61666667,96.6,76.67666667
Mgc12916,171.445,122.5866667,116.84,81.92,45.82333333
Txndc17,1464.54,1616,1996.15,1384.403333,1440.323333
Naa38,633.33,650.3666667,862.6733333,583.2433333,582.84
Znf559,360.56,289.11,398.4566667,335.0666667,346.6433333
Loc107984035,154.5,178.6033333,146.5566667,154.92,113.0233333
Ccdc77,163.27,198.58,191.4566667,200.0666667,177.2333333
Cmss1,345.425,310.6533333,512.7366667,410.06,484.4166667
Nt5C1A,30.185,28.15666667,30.44,30.33,32.66
Kcnip4,24.695,22.57333333,22.33666667,23.11666667,23.16666667
Gpr61,13.49,13.15,12.21,12.91,13.00333333
Usp26,9.81,10.54,11.98666667,11.57666667,10.99333333
Trav23Dv6,7.525,7.503333333,8.21,9.003333333,7.463333333
Kremen1,11.915,12.89333333,12.17666667,13.06333333,14.40333333
Pcdhgc5,12.765,13.06,13.69666667,11.52,15.69333333
Pard6G,29.965,39.43666667,32.42666667,34.08333333,40.44666667
Pcdhac2,11.855,12.45666667,12.20333333,12.09333333,12.63
Lacrt,25.875,24.49,22.6,24.42666667,26.03666667
Nfatc2,29.51,36.77666667,30.4,43.68333333,34.85333333
Hes7,37.12,35.74,37.91,44.48333333,43.53
Irag1,17.025,14.46,13.36333333,15.2,13.71666667
Kcnk4,44.12,46.52,41.44333333,42,45.9
Irf2Bp2,3645.665,2353.06,3249.03,2383.39,2681.026667
Rcc2,2068.475,1847.196667,1853.54,1482.056667,1112.57
Snhg16,2190.23,1782.62,2180.216667,1710.313333,1184.336667
C4Orf3,1267.2,1039.373333,1161.526667,916.31,1020.536667
Srp68,2022.275,1952.973333,2196.853333,2202.946667,2560.033333
Vps25,1491.45,1287.15,1410.596667,1265.9,1291.566667
Slc44A2,155.355,134.6633333,178.62,185.93,101.9666667
Snhg1,5207.175,7418.34,7430.793333,8669.163333,10823.66667
Dnajc5,382.275,414.5766667,400.9133333,402.1166667,334.22
Tbc1D14,731.835,560.3233333,787.1933333,557.2866667,576.9433333
Lrrc8A,2688.87,2926.876667,2572.07,2287.803333,1789.923333
Slc35A4,750.15,569.22,707.8166667,608.83,696.85
Erlec1,802.64,723.1566667,967.54,852.9133333,968.2366667
Zfp91,247.67,227.1033333,225.5333333,174.5266667,180.73
Birc6,392.465,354.3533333,369.8566667,428.73,401.9533333
Ost4,986.68,1153.883333,1250.403333,749.68,747.91
Fyttd1,1156.97,847.3833333,924.33,817.11,640.47
Mal2,994.065,1484.436667,1343.43,1703.386667,1202.516667
Errfi1,2219.32,3769,2579.526667,2176.86,1829.146667
Selenon,141.48,145.44,157.8233333,155,141.69
Anapc16,1310.425,1299.383333,1633.26,1876.826667,2050.336667
Nsmce1,473.945,487.4433333,525.01,496.1666667,312.3233333
Sys1,200.055,289.2666667,218.5166667,292.7966667,228.4433333
Mrpl10,1029.405,1019.79,975.6066667,1194.433333,1387.556667
Mesd,66.62,69.93333333,65.11333333,59.1,66.29333333
Leng8,163.125,206.0933333,210.4066667,298.3066667,250.6633333
Ttyh3,436.96,350.9433333,385.6433333,284.6966667,217.2133333
Ankib1,475.76,414.7466667,452.7533333,436.98,409.1866667
Snx12,801.86,613.8866667,914.3366667,760.31,1292.586667
Manbal,775.405,751.3333333,802.18,870.6366667,883.8366667
Fam210B,477.54,458.33,466.1333333,403.1833333,319.24
Ppp1R15B,464.375,723.3366667,528.91,658.8,508.7066667
Cnot11,1254.97,1277.573333,1398.89,1379.406667,1323.156667
Stt3B,3564.905,3896.64,3296.63,3505.296667,3444.69
Parp14,227.67,215.9666667,204.9,225.6766667,228.0666667
Tmem167A,1490.25,1408.063333,1423.196667,1447.17,1602.133333
Cystm1,2235.225,2039.1,2150.86,2065.95,2075.746667
Nifk,788.57,831.2366667,991.4933333,1167.18,1341.4
Dync2I2,721.995,886.32,649.2533333,835.4666667,437.8766667
Slc35B2,478.845,484.0833333,552.5933333,483.2066667,588.6
C12Orf57,1101.125,716.49,1443.66,700.0766667,760.95
Mib1,823.48,838.0733333,859.2866667,1100.613333,1056.646667
Wdr75,567.645,512.24,579.31,514.6066667,589.7733333
Smim30,143.01,151.53,176.0666667,232.0966667,296.8566667
Sulf2,10.33,11.73666667,10.37,10.43666667,10.55666667
Atpaf1,331.215,315.4766667,294.3733333,276.76,187.0233333
Chtf8,1285.72,1496.376667,1403.236667,1680.046667,1192.743333
Cyb561A3,759.975,958.4666667,841.15,1026.603333,864.1933333
Ccar1,1432.435,1295.243333,1578.61,1779.646667,1891.476667
