Gene,iPS0,iPS4,iPS7,iPS10,iPS15,iPS20
Lrrc58,23.1146,18.4612,17.56053333,15.2688,11.8291,10.44416667
Dpm2,83.9123,50.22993333,42.77616667,54.18093333,47.69016667,39.23313333
Eif1a,164.771,97.18966667,99.0027,101.7401667,88.94933333,79.63983333
Cbx5,34.97973333,69.5264,79.65183333,62.99296667,76.01526667,72.58516667
Zdhhc16,41.2591,24.89536667,20.4324,21.28703333,19.45186667,15.15756667
Abhd5,44.45916667,28.47213333,26.03363333,23.22076667,21.17863333,20.96686667
Alg5,52.50213333,33.2234,29.1449,29.30233333,27.81126667,25.7478
Slc35e1,34.5635,19.06873333,17.32786667,17.43443333,15.02803333,12.77286667
Emp2,51.58176667,43.59363333,35.84826667,31.44683333,12.6647,7.403076667
Armc5,8.27904,5.181373333,4.059773333,5.255456667,3.72969,2.92607
Tmx3,30.9979,22.1912,20.9152,18.37703333,13.5189,12.76166667
Cdk14,17.71463333,10.39159,12.69866667,9.529206667,8.19664,6.12067
Cux1,56.70483333,32.0902,34.05373333,32.49303333,25.07693333,21.61866667
Polr2l,14.7524,7.74092,6.209676667,8.42524,7.440233333,7.147366667
Dock6,4.187946667,4.591456667,7.29428,7.073386667,9.083736667,10.80796667
Zfpl1,44.44136667,23.12216667,22.0039,26.2994,26.71083333,19.8541
Arl1,138.2866667,70.88133333,61.49043333,70.1844,61.7135,57.06853333
Herpud2,21.31903333,10.36375,10.00637,11.1209,10.59203333,10.08650333
Fam43a,8.562466667,6.454413333,2.933943333,4.620583333,3.7454,3.97089
Bcap31,207.1213333,138.084,112.9556667,115.5213333,88.13496667,80.10606667
Zc3hc1,21.7582,40.88533333,39.9822,40.2518,50.1555,61.42513333
Nfe2l2,66.51773333,54.2364,35.4635,35.87656667,25.31,29.74386667
Ddhd2,12.49056667,8.89549,9.636416667,6.81199,6.197153333,5.813813333
Mpst,12.264,28.63896667,26.98526667,22.05413333,21.76633333,24.6079
Xab2,18.12273333,31.67813333,31.4777,32.1796,35.9477,42.09016667
Id1,182.4976667,118.401,62.8685,112.9276667,18.36076667,26.52473333
Ube2w,34.21483333,17.43056667,18.06056667,17.44696667,16.50843333,15.6275
Pcsk5,1.69685,2.190276667,1.103723333,1.130040667,0.585576333,0.837742333
Arfgef2,16.48723333,7.528553333,8.703903333,8.507963333,10.99126667,8.03133
Fam20b,27.75453333,17.97446667,15.4537,16.5101,13.84673333,13.00836667
Dph5,11.5376,17.0735,15.81066667,17.7835,20.21603333,23.19593333
Bcar1,60.05146667,38.76223333,36.87853333,35.0756,23.6177,22.71806667
Leprotl1,28.578,11.87563333,9.726043333,15.5206,15.397,13.6823
Tmem80,23.18526667,12.644,10.88746667,12.72686667,9.345153333,9.280203333
Acat2,58.683,33.3395,25.11336667,31.91233333,36.3735,28.0033
Rap1b,149.444,68.1613,56.92383333,75.2656,73.17126667,65.2886
Tuba1a,877.8813333,497.0223333,405.901,507.2596667,520.5143333,326.6056667
Tubg1,31.6325,46.71953333,42.24283333,48.47413333,67.12486667,71.72053333
Arl6ip5,147.3226667,145.7253333,102.711,79.65976667,50.07073333,62.1179
Tssc4,56.2748,31.78556667,27.95443333,35.4808,26.058,23.63776667
Gypc,21.2998,30.95323333,27.64853333,12.7472,8.44659,5.995003333
A830080D01Rik,5.73265,10.08228333,13.22326667,10.76481667,11.1005,15.32983333
Rasa1,77.52146667,34.5257,36.5449,39.79006667,34.5125,31.16143333
Dlgap5,25.93413333,61.1923,55.51903333,46.1453,53.85533333,75.17686667
Mthfd2l,7.26423,7.720426667,5.08685,4.178946667,4.11624,2.520206667
Troap,6.341396667,16.58796667,15.46686667,11.06495667,12.35123333,16.37996667
Ubr7,19.1384,42.33736667,37.3768,34.30926667,40.55133333,46.96426667
Actr10,35.1891,19.9734,17.57516667,18.96586667,17.57436667,17.58463333
Anapc4,85.74593333,43.20556667,41.31056667,46.53116667,38.22666667,39.01753333
4930471M23Rik,29.08643333,11.78313333,12.50733333,14.64386667,13.74153333,10.31396
Mdm2,170.7953333,106.3853333,89.07653333,89.1826,64.1665,77.53816667
Kbtbd7,1.813606667,3.749506667,4.52829,3.62264,4.03734,4.343476667
Cep55,10.45661,28.93033333,23.1985,18.99783333,20.30803333,30.48496667
Zbed4,3.368263333,5.94446,6.360263333,6.583953333,7.539483333,7.423033333
Arhgap42,8.27081,5.72787,5.71751,4.57732,4.883053333,3.19084
Suclg2,28.2566,56.53893333,56.704,49.41106667,54.25403333,61.27463333
Plekhg3,15.14206667,8.944113333,8.35412,7.713086667,5.77811,4.995306667
Rangap1,74.93076667,123.5293333,123.1843333,147.711,154.7356667,164.5983333
Brms1l,21.42876667,11.1225,11.06523333,10.85476667,9.461136667,8.71194
B4galnt1,22.636,15.11243333,8.701393333,11.63943333,12.62863333,8.403326667
Zfp341,1.250706667,2.377266667,2.296273333,2.436146667,2.908716667,4.502443333
Nrcam,0.839698333,0.098629233,0.141117333,0.485692,0.821919,0.416584
Papolg,5.784306667,11.67083333,10.12574333,9.127633333,10.07063333,12.23283333
Slc39a10,12.14256667,23.7995,23.62913333,18.50956667,25.32666667,25.93273333
Cd81,519.5073333,371.772,314.8966667,286.1376667,263.071,249.132
Cldn25,60.81456667,46.1173,36.40906667,36.1296,30.91653333,29.13246667
Poll,4.969313333,11.0923,11.24616667,9.117206667,13.6108,14.83153333
Sptlc1,34.314,19.31796667,15.8488,18.34336667,14.99676667,12.8782
Dtnb,12.76733333,14.5273,23.19543333,22.1499,27.90096667,31.13646667
A430005L14Rik,17.21556667,23.62873333,29.631,32.42503333,35.9956,43.13283333
Pik3ca,17.05016667,11.99703333,11.63816667,10.10262333,9.146123333,8.245856667
Sirt5,4.83431,8.229946667,9.557653333,9.51506,15.58793333,13.913
Sdhaf2,21.51716667,13.3618,9.498926667,13.55166667,12.5465,10.04171
Ece2,27.67566667,20.02376667,14.85883333,18.1633,18.11513333,12.8026
Tex264,79.0901,47.48736667,43.70643333,48.16933333,45.9557,33.91183333
Larp1b,10.8543,12.55196667,16.6044,19.27356667,19.07856667,24.86666667
Mzt2,11.18146667,19.8288,20.87863333,17.25206667,21.9882,24.52676667
Tob2,16.27836667,14.6543,12.12896667,8.159166667,8.778383333,6.666993333
Tyro3,7.453366667,9.92032,13.36583333,12.96766667,19.98246667,15.70463333
Lims1,60.75013333,40.69276667,38.4857,36.68053333,29.3586,27.7025
Taco1,7.943443333,12.869,12.3112,13.89153333,19.93236667,21.2905
Fmod,24.1737,12.97572,14.65803333,15.10886667,1.362543333,0.131444333
Mrps31,14.83416667,24.35866667,24.53826667,26.76393333,28.19876667,32.6387
Ankib1,15.07896667,9.660873333,9.044093333,9.504193333,8.058236667,6.09876
Prmt7,22.22793333,41.36313333,42.3285,35.50206667,44.03143333,59.69676667
Ptdss1,34.39096667,19.05986667,15.82203333,17.7756,15.20303333,13.71996667
Krt20,2.71149,0.046700733,0.580734333,5.05685,3.514983333,7.009856667
Fnip2,5.89821,7.25485,11.05862667,11.09543333,12.61253333,11.97836667
Scfd1,53.95943333,29.40823333,28.47846667,28.58766667,21.6062,19.64726667
Dcaf10,14.01546667,9.152203333,7.267893333,8.088243333,5.953436667,5.29619
Ubc,189.181,124.7163333,111.5663333,108.1053333,70.87233333,66.28226667
Fam193b,7.38863,12.29903333,19.0253,13.5327,13.5776,15.62773333
Mettl18,2.46841,5.22098,4.530086667,4.76716,6.548803333,6.29898
Agrn,11.49786667,20.38203333,32.61016667,18.28966667,17.90316667,24.0988
Rnf146,39.0707,22.3103,21.64616667,21.76536667,20.57763333,15.5122
Zdhhc20,32.10596667,21.2031,22.58073333,16.17386667,16.77226667,15.6739
Sap18,17.4581,8.659073333,7.79717,9.043996667,7.567993333,5.305746667
Wiz,17.78603333,30.11146667,35.1511,35.3754,33.72176667,36.72103333
Fpgt,9.655023333,7.27693,6.66527,5.547276667,4.41041,3.685673333
Cenpb,81.83666667,57.36723333,46.12293333,46.34126667,31.3851,22.69736667
Cep57l1,3.66006,8.03409,7.235756667,5.682413333,8.473326667,11.43286667
Tmsb4x,4155.46,1245.813333,1028.803333,2093.91,1837.03,1869.41
Crip2,209.2566667,183.0803333,135.995,126.5553333,70.46206667,68.37873333
Nxpe4,2.266626667,1.47998,1.293376667,1.284836667,1.787656667,0.876774
Exoc5,45.12703333,21.0855,22.43906667,25.15426667,21.34306667,18.04026667
Pitpna,167.3886667,101.2579,84.41176667,90.8464,82.95613333,76.64426667
Lasp1,219.8376667,105.4113333,88.2312,117.6113333,95.14076667,101.0845667
Pnpt1,20.0111,30.4198,28.72203333,31.25266667,42.53673333,42.95636667
Mtg1,16.02896667,32.23616667,32.7402,30.50906667,33.13603333,40.6532
Rpusd4,8.801396667,17.13526667,16.50343333,16.12196667,21.60413333,25.73066667
Fam54a,2.859476667,4.839043333,4.315863333,4.374263333,5.341706667,7.194876667
Nr2f2,17.6272,8.75431,8.543953333,8.820243333,5.974236667,3.579966667
Zdhhc5,49.5153,25.4965,25.0747,28.74526667,24.4418,18.22626667
Dhcr24,87.27803333,45.1846,31.38363333,52.9005,54.87136667,39.3375
Rad51l3,9.66629,23.61373333,21.47123333,15.20003333,23.29213333,27.45653333
Trip6,48.9608,43.0453,30.91923333,26.9007,25.18406667,24.214
Gucy1b3,3.95736,4.939953333,6.03874,6.90311,15.9535,12.86216667
Ccnd2,286.8593333,235.2056667,190.191,183.112,106.3666667,69.65706667
Smad9,3.24095,2.506696667,0.959419,1.936176667,0.067518833,0.0536225
Trio,15.02026667,10.51662333,11.08276667,9.417483333,9.795606667,7.446676667
Arid3a,3.15309,4.603226667,5.483716667,4.83221,7.475823333,7.220596667
Chchd6,9.755016667,15.71166667,16.85893333,19.01926667,26.57306667,27.51383333
Ankrd49,11.16626667,22.1335,22.7962,22.1335,26.26713333,23.00933333
Slc10a7,12.0753,8.635163333,7.67671,7.90118,5.954533333,5.64874
Clptm1l,111.5783333,52.21076667,42.81373333,62.6143,56.72683333,41.56153333
Yipf1,52.52986667,28.3088,21.53126667,28.9341,23.60096667,23.44006667
Tmem208,83.4567,41.56336667,29.75073333,42.96443333,32.65353333,27.36846667
Sox6,1.081221,1.556166667,2.426006667,0.597269333,0.231037333,0.302107333
Usp11,4.952096667,13.57943333,16.57603333,9.82856,20.89913333,26.38913333
Ythdc2,2.81925,4.18556,5.93094,4.746423333,5.800736667,5.91029
Nmnat2,0.831778667,1.150459,1.697163333,1.66042,1.517333333,4.802236667
Fgfr1op,10.74034667,17.92813333,23.8308,21.0186,19.70346667,22.76086667
Vps54,16.60673333,25.7979,33.4493,31.3272,32.44236667,37.59713333
Rela,38.14843333,27.58373333,20.97703333,20.89883333,16.0128,14.1984
Lrrc8a,16.02286667,7.766763333,7.18602,8.075306667,7.30694,6.360503333
Tex261,65.24653333,34.5899,27.0167,35.79666667,32.18526667,26.83406667
Sec61b,333.4783333,183.4696667,139.2333333,166.9453333,164.731,162.3563333
Slc30a6,16.8872,10.21512333,9.467423333,9.891933333,9.049226667,7.540626667
Aldh9a1,13.32943333,25.86003333,21.86413333,20.76876667,30.80393333,39.69846667
Ubxn4,43.68666667,25.61233333,21.656,22.40196667,19.66986667,19.6977
Galnt1,71.49153333,52.53103333,43.21373333,36.1341,32.70656667,31.4764
Parn,16.286,29.33053333,28.17193333,27.13973333,31.9954,33.31603333
Psmg1,31.92533333,49.17493333,49.78686667,55.1406,58.50993333,64.04886667
Ndufaf3,6.837553333,13.35796667,14.05933333,11.6627,14.251,18.45013333
Fam175a,6.572593333,12.23966667,14.07273333,12.14353333,12.48276667,13.40206667
Luc7l,34.16696667,52.42936667,53.7922,61.62946667,56.94846667,70.43333333
Kdm4c,9.439486667,14.18146667,15.73463333,17.15776667,16.96356667,21.3455
Cdc42,434.9823333,250.8493333,229.4153333,222.5723333,213.3983333,209.243
Dnlz,14.27913333,9.403423333,6.739666667,8.14447,7.003573333,5.92713
Vps25,64.2649,109.303,92.14376667,103.6732,120.5626667,144.8976667
0610030E20Rik,4.229426667,7.168033333,8.61966,6.96721,7.182033333,9.68291
Dctn4,42.19913333,23.5978,22.4397,23.89716667,21.63726667,18.53966667
Xrcc2,2.555826667,6.52598,6.481686667,4.750173333,5.27285,7.411863333
Fbrs,29.8946,14.05786667,15.33733333,15.01786667,14.15163333,11.5351
Wbp5,323.9003333,215.1743333,190.655,172.338,109.0166667,116.151
Cfl1,1627.846667,997.9773333,751.7566667,840.769,709.9333333,676.2236667
Btg1,23.7492,9.18752,10.63036667,13.22506667,10.5022,9.879426667
Slc33a1,24.7952,14.8191,14.90806667,12.4684,10.56346333,10.91303333
St7,18.54656667,18.7869,12.1748,10.69575667,9.585096667,7.178246667
Fam35a,3.02985,6.81631,8.00724,5.864533333,5.55588,7.761706667
Snap29,20.29343333,8.6732,9.621336667,10.79816667,9.900636667,8.654493333
Cpsf1,19.29873333,34.87173333,38.54646667,36.4827,39.86443333,40.0943
Rap2c,28.9545,17.42473333,16.55913333,15.28716667,13.44866667,13.05816667
2610027L16Rik,14.2618,23.01563333,22.19816667,25.81876667,26.984,35.89896667
Dcaf4,12.38613333,25.3263,29.40363333,22.85633333,25.07596667,32.0326
Dpysl2,17.52006667,13.8454,8.88413,10.25222,9.098916667,6.166313333
Taf15,78.47826667,113.6626667,121.951,133.628,141.0753333,161.151
D2Ertd750e,35.0061,95.624,82.5088,62.35873333,68.3171,75.5597
Casc3,18.19676667,29.14243333,31.50943333,34.98326667,39.7767,37.321
Hs6st1,14.1887,13.58636667,22.4822,28.16776667,33.49603333,30.68983333
Mmadhc,115.9316667,65.63363333,53.82546667,60.35993333,52.4171,54.16956667
Crk,98.63116667,57.70796667,50.0117,50.1788,52.81056667,43.38756667
Rfwd2,11.69806667,7.345796667,6.270326667,6.936443333,5.82369,5.630376667
Snrnp48,15.44673333,24.4174,26.78993333,26.79276667,28.775,34.83423333
Fis1,168.967,88.70816667,80.31553333,90.41946667,77.50033333,81.0046
Capza1,31.7472,23.00023333,19.4491,18.6477,16.31733333,15.79726667
Eif2c1,10.84302667,15.73883333,17.48746667,18.50746667,33.17463333,23.539
Nup88,51.88716667,74.54946667,82.201,87.256,106.7816667,110.2246667
2810021B07Rik,4.461286667,6.777943333,7.162436667,7.664926667,7.329136667,9.19998
Ewsr1,254.8263333,413.9373333,517.2003333,488.663,510.0753333,517.7203333
Cd34,9.382946667,23.21936667,18.92123333,18.41856667,5.51594,2.314823333
C1galt1c1,21.7729,12.40246667,10.878,13.371,10.40371667,8.608123333
Rpap3,14.11333333,24.4372,24.93776667,26.03416667,29.92876667,31.075
Rexo2,219.685,112.6973333,97.7421,120.6426667,101.3441667,85.8978
0610009O20Rik,12.88666667,23.4079,21.47193333,22.31073333,25.8162,27.88503333
Tdrkh,3.483973333,7.157666667,8.220926667,5.510133333,11.2021,10.4314
C1rl,2.198156667,0.815039667,0.697492,1.328376667,0.540975667,0.643450667
Fech,22.15403333,19.68846667,13.26363333,12.691,9.01085,9.455586667
Rnf38,13.68826667,20.20313333,31.44033333,25.29973333,32.32516667,30.23203333
BC024479,7.12562,10.61098667,11.62823333,12.88726667,12.96966667,14.46393333
Bcap29,15.23656667,25.8011,29.24396667,23.49163333,30.5766,35.3281
Stc2,4.690323333,5.88085,7.831533333,8.528253333,17.40153333,20.88356667
Poc1a,6.789146667,13.14316667,12.22316667,11.81836667,14.4079,15.13296667
Cyp4f16,18.97053333,11.18697,9.542173333,9.686916667,11.14626667,8.558673333
Cdk5rap1,6.571216667,10.28978333,11.2118,12.8057,13.40003333,16.85416667
Bola1,14.52623333,27.71493333,24.5901,28.195,42.46676667,47.04536667
A130010J15Rik,3.40147,6.03193,6.567453333,6.124113333,7.83911,8.06316
Tmem59,427.2586667,318.4203333,270.5316667,237.473,174.52,173.679
Cdk5rap3,41.1197,58.54506667,70.30736667,80.3562,100.5621667,106.1573333
Snx19,16.7022,10.36390667,9.660233333,9.596716667,8.191393333,7.444143333
Lgals3,172.3766667,95.81603333,35.95506667,102.1118333,17.54943333,17.45053333
Rogdi,8.963533333,14.42323333,19.38943333,15.48796667,18.31216667,18.40236667
6720456H20Rik,6.107363333,4.60795,3.76629,3.67851,3.064443333,2.079393333
Pgd,154.888,125.1793333,87.1022,88.42336667,79.0552,69.97126667
Mbd2,82.90866667,51.37806667,51.86073333,44.5866,33.65963333,27.37343333
Prss35,13.79023333,18.99443333,8.754703333,7.22932,2.27881,5.008126667
Zfand1,7.156903333,15.01873333,18.78126667,14.15456667,15.20023333,17.9707
Alg1,28.67736667,10.14543667,10.8874,17.3512,16.61723333,13.63046667
Atg3,39.92876667,22.6936,20.1902,21.07176667,18.76996667,18.47033333
Actb,3493.093333,1946.92,1486.596667,1850.533333,1310.853333,1140.016667
Fscn1,514.7243333,302.7083333,225.1793333,266.7206667,264.4993333,234.523
Smc1a,44.397,84.09663333,95.3192,89.25443333,77.46793333,72.40606667
Fbxo6,37.7457,15.3365,12.1105,7.617246667,10.6132,22.25083333
9830147E19Rik,1.191523333,1.96943,3.597046667,3.349056667,2.418413333,2.17551
Stil,4.61783,10.34807,11.75196667,9.888956667,8.223983333,8.188163333
Sirt1,8.37545,15.30056667,16.0308,17.58256667,10.95256667,12.8826
Ints7,8.847463333,26.40853333,24.94883333,29.33866667,22.5136,17.1349
Rab18,125.0406667,60.00083333,59.5406,54.76186667,60.8736,65.05233333
Polr1a,19.9631,34.3086,37.592,39.93016667,39.69623333,34.89193333
AA987161,2.222613333,5.35026,6.195696667,5.127646667,3.972123333,3.978866667
Ddx39b,119.9283333,284.7056667,271.869,300.359,263.301,222.81
Drosha,26.88733333,56.21073333,60.97053333,56.42686667,56.77933333,53.7724
Cxcl14,25.88913333,8.039516667,6.3344,4.467773333,12.35333333,13.17816667
S100pbp,14.86783333,26.70673333,37.11643333,32.33906667,33.24383333,28.58936667
Srsf2,201.2173333,382.5853333,353.0996667,454.613,391.3673333,306.1133333
Rsl24d1,35.89693333,67.41906667,67.00103333,89.05816667,69.6356,64.00003333
Usp36,13.95546667,19.84446667,29.7694,29.89063333,31.8441,23.87426667
Tcerg1,27.9122,55.9922,59.95303333,61.17703333,52.46516667,46.73826667
Trim33,6.553203333,11.1849,14.89206667,13.7093,12.9037,11.8919
Bcl2l2,22.95976667,8.733756667,9.57101,8.448063333,10.13632333,12.3399
Tbx2,2.527326667,6.520696667,8.516913333,7.270446667,2.149813333,1.377113333
Tmem37,26.86213333,9.236523333,4.952043333,11.56283333,20.0926,16.38876667
Aqr,20.37103333,39.7998,42.96556667,46.53183333,45.45436667,40.72076667
Cnot1,28.96606667,62.34486667,67.51516667,62.60406667,57.79846667,53.86493333
Irf2bpl,24.86593333,15.727,16.75356667,10.34006,12.49756667,14.84983333
Gtf3c2,28.03726667,59.29096667,66.20726667,67.09716667,57.7321,55.71056667
Capns1,717.185,408.346,257.7086667,214.8476667,266.1876667,418.521
Aig1,37.33756667,17.9461,14.39073333,16.09256667,16.8435,22.5659
Ccdc107,44.1098,23.73603333,19.0923,14.64946667,15.89026667,22.2113
Slc5a3,8.31276,4.347623333,4.37219,3.269193333,3.534616667,4.16013
Idh2,75.6288,292.2723333,258.9063333,177.7043333,140.2266667,129.9476667
Glmn,8.530436667,13.68846667,16.1046,17.57853333,16.72596667,16.06846667
Zfp101,3.15241,8.638136667,11.3962,7.849293333,5.10744,5.330486667
Phf5a,82.22633333,127.1143333,109.8966667,168.8706667,132.8863333,129.6846667
Kif3b,15.55426667,7.516766667,7.800163333,7.380163333,9.158613333,8.61479
Nucks1,41.8185,112.9643333,107.9983333,98.61893333,78.74413333,76.24493333
Flot2,49.75693333,21.86453333,17.66603333,7.53934,19.49653333,28.14493333
Tmpo,43.74143333,144.4106667,135.7723333,119.008,88.65026667,85.04213333
Tuba1c,74.57286667,43.84733333,33.3933,31.63876667,38.73996667,48.10513333
Idnk,9.608406667,5.55599,5.30921,4.712113333,5.986143333,5.814933333
Tma16,20.11906667,34.74883333,37.81716667,47.91463333,37.7194,39.32773333
1810027O10Rik,202.5133333,97.2313,94.15353333,79.94026667,101.5635333,127.266
Brwd3,2.517736667,4.974793333,8.145796667,5.387816667,5.703863333,5.019683333
Sf3b3,62.94876667,144.375,132.5293333,147.0986667,134.572,113.833
Spr,41.128,32.93373333,19.63193333,19.55596667,21.2651,24.05676667
Tab3,3.393856667,5.698623333,8.174716667,8.01136,6.823526667,5.643396667
Galm,10.45785667,3.98027,5.083296667,3.640523333,4.934666667,6.520046667
Gon4l,4.400853333,7.541386667,8.9669,10.16744,10.29822667,8.785423333
Arxes2,37.84116667,12.64496667,13.40506667,18.11366667,26.2608,22.70723333
Polk,20.0742,11.3825,14.34303333,9.476823333,9.403643333,12.07253333
Xpnpep3,3.703336667,6.233613333,8.489506667,7.42827,8.460413333,5.983333333
Ccdc85b,22.84543333,14.9601,7.999493333,7.724196667,9.53532,12.68746667
Setdb1,15.1957,29.7591,32.89023333,36.07683333,30.68803333,27.1334
Agpat4,37.13813333,93.9436,94.48726667,82.38676667,68.53593333,64.5879
Rab5c,142.627,71.85363333,57.89143333,64.09653333,87.04066667,80.79396667
Akap12,128.4593333,37.96106667,54.21856667,52.14063333,70.72793333,78.1649
Calm3,316.0883333,173.6173333,153.0586667,145.3246667,147.8096667,173.2636667
Nol6,21.17076667,31.90916667,37.44923333,46.30406667,40.14263333,34.10096667
Skap2,30.3597,11.4717,10.55186667,8.194733333,9.726426667,15.21593333
AC025794.1,25.42893333,47.579,63.37366667,65.83666667,53.846,44.40766667
Chic1,1.219803333,3.17124,3.457326667,2.54223,2.084553333,2.36845
Mtap,106.5066667,64.72156667,51.53323333,52.66596667,53.0186,53.3037
Arhgdia,589.9546667,341.1996667,245.1503333,290.405,330.122,307.1103333
Sertad2,18.45313333,7.440246667,6.654666667,7.314756667,9.62471,9.618126667
Ncoa2,6.888343333,14.54693333,17.66926667,16.76086667,15.30156667,13.07156667
Mex3c,34.15663333,21.73433333,21.52683333,16.07373333,17.5471,19.94813333
Hes1,73.0755,10.9649,14.90243333,29.6229,31.70263333,40.77026667
Ccdc99,9.37455,18.6457,17.4168,19.68973333,19.1811,16.92663333
U2af1,41.9317,81.16206667,77.8531,96.67953333,80.47396667,78.87676667
Gtf2h3,26.31883333,55.7165,54.78896667,59.09126667,53.41896667,48.33346667
Top3b,50.19753333,141.6496667,164.409,109.5933333,76.8805,95.60846667
Sra1,107.1346667,52.8331,45.43263333,48.49276667,57.18486667,69.48603333
Fzd3,2.376373333,6.891813333,8.109696667,7.107433333,5.84814,4.658276667
Trp53,112.4503333,205.413,198.5863333,270.063,220.096,196.5373333
Pacsin2,60.94976667,33.32953333,25.44056667,25.3088,31.4185,32.46306667
Cerk,6.67792,3.873066667,2.90747,2.509883333,3.56095,4.062483333
