pathway	gene
Biosynthesis of amino acids	Gm29667
Biosynthesis of amino acids	Aldob
Biosynthesis of amino acids	Shmt2
Biosynthesis of amino acids	Sds
Biosynthesis of amino acids	Aldoa
Biosynthesis of amino acids	Tktl1
Biosynthesis of amino acids	Pfkl
Biosynthesis of amino acids	Otc
Biosynthesis of amino acids	Gpt
Biosynthesis of amino acids	Ass1
Biosynthesis of amino acids	Glul
Biosynthesis of amino acids	Got1
Biosynthesis of amino acids	Pgam1
Biosynthesis of amino acids	Aldoart2
Biosynthesis of amino acids	Eno1
Biosynthesis of amino acids	Rpe
Biosynthesis of amino acids	Aldoart1
Biosynthesis of amino acids	Sdsl
Biosynthesis of amino acids	4933405O20Rik
Biosynthesis of amino acids	Mat2b
Biosynthesis of amino acids	Got1l1
Biosynthesis of amino acids	Pgk2
Biosynthesis of unsaturated fatty acids	Scp2
Biosynthesis of unsaturated fatty acids	Baat
Biosynthesis of unsaturated fatty acids	Acot3
Biosynthesis of unsaturated fatty acids	Acnat2
Biosynthesis of unsaturated fatty acids	Elovl6
Biosynthesis of unsaturated fatty acids	Scd3
Biosynthesis of unsaturated fatty acids	Acot2
Biosynthesis of unsaturated fatty acids	Elovl3
Biosynthesis of unsaturated fatty acids	Acnat1
Biosynthesis of unsaturated fatty acids	Tecr
Biosynthesis of unsaturated fatty acids	Hacd2
Biosynthesis of unsaturated fatty acids	Hsd17b12
Biosynthesis of unsaturated fatty acids	Scd2
Biosynthesis of unsaturated fatty acids	Acot1
Biosynthesis of unsaturated fatty acids	Hadha
Biosynthesis of unsaturated fatty acids	Fads1
Biosynthesis of unsaturated fatty acids	Scd4
Biosynthesis of unsaturated fatty acids	Hsd17b4
Biosynthesis of unsaturated fatty acids	Elovl2
Biosynthesis of unsaturated fatty acids	Acaa1b
Biosynthesis of unsaturated fatty acids	Acot5
Biosynthesis of unsaturated fatty acids	Hacd3
Biosynthesis of unsaturated fatty acids	Pecr
Biosynthesis of unsaturated fatty acids	Acox3
Biosynthesis of unsaturated fatty acids	Acot7
Biosynthesis of unsaturated fatty acids	Scd1
Biosynthesis of unsaturated fatty acids	Elovl4
Biosynthesis of unsaturated fatty acids	Hacd1
Biosynthesis of unsaturated fatty acids	Acot4
Biosynthesis of unsaturated fatty acids	Elovl5
Biosynthesis of unsaturated fatty acids	Elovl1
Biosynthesis of unsaturated fatty acids	Hacd4
Biosynthesis of unsaturated fatty acids	Acaa1a
Biosynthesis of unsaturated fatty acids	Elovl7
Biosynthesis of unsaturated fatty acids	Fads2
Biosynthesis of unsaturated fatty acids	Acox1
Biotin metabolism	Hlcs
Biotin metabolism	Oxsm
Biotin metabolism	Btd
Bloom's syndrome complex	Top3a
Bloom's syndrome complex	Rmi2
Bloom's syndrome complex	Blm
Bloom's syndrome complex	Top3b
Bloom's syndrome complex	Rmi1
BMP signaling	Bmpr2
BMP signaling	Bmp8b
BMP signaling	Smad5
BMP signaling	Bmp4
BMP signaling	Acvr1
BMP signaling	Bmp2
BMP signaling	Bmp6
BMP signaling	Acvr2b
BMP signaling	Bmp5
BMP signaling	Amhr2
BMP signaling	Acvr2a
BMP signaling	Smad9
BMP signaling	Bmpr1a
BMP signaling	Bmp8a
BMP signaling	Smad4
BMP signaling	Gdf5
BMP signaling	Smad1
BMP signaling	Bmp7
BMP signaling	Amh
BMP signaling	Bmpr1b
BRCA1-associated genome surveillance complex (BASC)	Atm
BRCA1-associated genome surveillance complex (BASC)	Brca1
BRCA1-associated genome surveillance complex (BASC)	Rad50
BRCA1-associated genome surveillance complex (BASC)	Pcna
BRCA1-associated genome surveillance complex (BASC)	Nbn
BRCA1-associated genome surveillance complex (BASC)	Rfc1
BRCA1-associated genome surveillance complex (BASC)	Msh2
BRCA1-associated genome surveillance complex (BASC)	Msh6
BRCA1-associated genome surveillance complex (BASC)	Rfc2
BRCA1-associated genome surveillance complex (BASC)	Rfc3
BRCA1-associated genome surveillance complex (BASC)	Mre11a
BRCA1-associated genome surveillance complex (BASC)	Mlh1
BRCA1-associated genome surveillance complex (BASC)	Blm
BRCA1-associated genome surveillance complex (BASC)	Rfc4
BRCA1-associated genome surveillance complex (BASC)	Rfc5
BRCA1-associated genome surveillance complex (BASC)	Pms2
Butanoate metabolism	Hadh
Butanoate metabolism	Hmgcs1
Butanoate metabolism	Bdh1
Butanoate metabolism	Abat
Butanoate metabolism	Acat1
Butanoate metabolism	Oxct2a
Butanoate metabolism	Ehhadh
Butanoate metabolism	Acsm5
Butanoate metabolism	Bdh2
Butanoate metabolism	Gad2
Butanoate metabolism	Hadha
Butanoate metabolism	Gad1
Butanoate metabolism	Aldh5a1
Butanoate metabolism	Acsm1
Butanoate metabolism	Acads
Butanoate metabolism	Oxct1
Butanoate metabolism	Aacs
Butanoate metabolism	Acsm2
Butanoate metabolism	Acsm3
Butanoate metabolism	Acsm4
Butanoate metabolism	Acat3
Butanoate metabolism	Echs1
Butanoate metabolism	Hmgcl
Butanoate metabolism	Hmgcs2
Butanoate metabolism	Acat2
Butanoate metabolism	L2hgdh
Butanoate metabolism	Hmgcll1
Butanoate metabolism	Oxct2b
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Hsd3b5
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Hsd3b1
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Gm10681
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Cyp19a1
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Hsd3b2
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Hsd3b6
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Hsd3b4
C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	Cyp17a1
C1-unit interconversion, eukaryotes	Shmt2
C1-unit interconversion, eukaryotes	Shmt1
C1-unit interconversion, eukaryotes	Mthfd1l
C1-unit interconversion, eukaryotes	Mthfd2l
C1-unit interconversion, eukaryotes	Mthfd2
C1-unit interconversion, eukaryotes	Mthfd1
C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	Cyp21a1
C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	Cyp11b1
C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	Cyp11b2
C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	Hsd11b1
C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	Cyp11b1
C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	Cyp21a1
C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	Cyp11b2
C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	Hsd11b2
C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	Cyp17a1
C5 isoprenoid biosynthesis, mevalonate pathway	Mvd
C5 isoprenoid biosynthesis, mevalonate pathway	Idi2
C5 isoprenoid biosynthesis, mevalonate pathway	Hmgcs1
C5 isoprenoid biosynthesis, mevalonate pathway	Pmvk
C5 isoprenoid biosynthesis, mevalonate pathway	Idi1
C5 isoprenoid biosynthesis, mevalonate pathway	Hmgcs2
C5 isoprenoid biosynthesis, mevalonate pathway	Acat1
C5 isoprenoid biosynthesis, mevalonate pathway	Acat2
C5 isoprenoid biosynthesis, mevalonate pathway	Gm38481
C5 isoprenoid biosynthesis, mevalonate pathway	Mvk
C5 isoprenoid biosynthesis, mevalonate pathway	Hmgcr
Caffeine metabolism	Nat1
Caffeine metabolism	Xdh
Caffeine metabolism	Nat2
Caffeine metabolism	Nat3
Caffeine metabolism	Uox
Caffeine metabolism	Cyp1a2
Calcium signaling pathway	Adora2a
Calcium signaling pathway	Agtr1b
Calcium signaling pathway	Trhr
Calcium signaling pathway	Chrm1
Calcium signaling pathway	Tpcn2
Calcium signaling pathway	Ptafr
Calcium signaling pathway	Htr4
Calcium signaling pathway	Flt4
Calcium signaling pathway	Casq2
Calcium signaling pathway	Gna15
Calcium signaling pathway	Ryr1
Calcium signaling pathway	Calml3
Calcium signaling pathway	Fgf2
Calcium signaling pathway	Avpr1b
Calcium signaling pathway	Cacna1f
Calcium signaling pathway	Nos3
Calcium signaling pathway	Gna11
Calcium signaling pathway	Slc8a3
Calcium signaling pathway	Klk1b4
Calcium signaling pathway	Fgfr2
Calcium signaling pathway	Adra1a
Calcium signaling pathway	Cacna1s
Calcium signaling pathway	Cacna1d
Calcium signaling pathway	Calm5
Calcium signaling pathway	Plcd4
Calcium signaling pathway	Ntrk2
Calcium signaling pathway	Camk2g
Calcium signaling pathway	Calm1
Calcium signaling pathway	Hrh2
Calcium signaling pathway	Trhr2
Calcium signaling pathway	Htr2b
Calcium signaling pathway	Phkg1
Calcium signaling pathway	Fgfr1
Calcium signaling pathway	Pdgfd
Calcium signaling pathway	Oxtr
Calcium signaling pathway	Vdac3
Calcium signaling pathway	Adrb2
Calcium signaling pathway	Cacna1c
Calcium signaling pathway	Ngf
Calcium signaling pathway	Agtr1a
Calcium signaling pathway	Ntrk1
Calcium signaling pathway	Mylk2
Calcium signaling pathway	Plcz1
Calcium signaling pathway	Slc25a5
Calcium signaling pathway	Grin3b
Calcium signaling pathway	Fgf3
Calcium signaling pathway	Drd1
Calcium signaling pathway	Fgf16
Calcium signaling pathway	Calm2
Calcium signaling pathway	Chrna7
Calcium signaling pathway	Atp2b4
Calcium signaling pathway	Hrc
Calcium signaling pathway	Met
Calcium signaling pathway	Itpr1
Calcium signaling pathway	Fgf5
Calcium signaling pathway	Ptger3
Calcium signaling pathway	Mst1
Calcium signaling pathway	Fgf20
Calcium signaling pathway	Tacr3
Calcium signaling pathway	Htr5b
Calcium signaling pathway	Plcb2
Calcium signaling pathway	Adcy8
Calcium signaling pathway	Cckar
Calcium signaling pathway	Avpr1a
Calcium signaling pathway	Mcu
Calcium signaling pathway	Grm1
Calcium signaling pathway	Camk4
Calcium signaling pathway	Mylk4
Calcium signaling pathway	Vegfa
Calcium signaling pathway	Prkcb
Calcium signaling pathway	Cysltr1
Calcium signaling pathway	Sphk1
Calcium signaling pathway	Chrm3
Calcium signaling pathway	Orai3
Calcium signaling pathway	Fgf6
Calcium signaling pathway	Tgfa
Calcium signaling pathway	P2rx2
Calcium signaling pathway	Kdr
Calcium signaling pathway	Stim1
Calcium signaling pathway	Calm4
Calcium signaling pathway	Adcy1
Calcium signaling pathway	Pdgfra
Calcium signaling pathway	Grin2d
Calcium signaling pathway	Htr2c
Calcium signaling pathway	Ppif
Calcium signaling pathway	Adra1b
Calcium signaling pathway	Fgf15
Calcium signaling pathway	Vegfc
Calcium signaling pathway	Mcoln1
Calcium signaling pathway	Grin2c
Calcium signaling pathway	Cd38
Calcium signaling pathway	Adcy2
Calcium signaling pathway	Mylk3
Calcium signaling pathway	Nfatc4
Calcium signaling pathway	Ltb4r2
Calcium signaling pathway	Plcd3
Calcium signaling pathway	Grm5
Calcium signaling pathway	Camk1g
Calcium signaling pathway	Ppp3ca
Calcium signaling pathway	Ptgfr
Calcium signaling pathway	Plcg2
Calcium signaling pathway	Fgf22
Calcium signaling pathway	P2rx1
Calcium signaling pathway	Tacr1
Calcium signaling pathway	Erbb2
Calcium signaling pathway	Htr5a
Calcium signaling pathway	Sln
Calcium signaling pathway	Chrm2
Calcium signaling pathway	Ntsr1
Calcium signaling pathway	F2r
Calcium signaling pathway	Ppp3cb
Calcium signaling pathway	Htr7
Calcium signaling pathway	Adcy3
Calcium signaling pathway	Atp2a2
Calcium signaling pathway	Grpr
Calcium signaling pathway	Egf
Calcium signaling pathway	Pdgfrb
Calcium signaling pathway	Pde1b
Calcium signaling pathway	Pdgfb
Calcium signaling pathway	Vdac1
Calcium signaling pathway	Adcy7
Calcium signaling pathway	Grin1
Calcium signaling pathway	Erbb4
Calcium signaling pathway	Atp2b2
Calcium signaling pathway	Lhcgr
Calcium signaling pathway	Fgf21
Calcium signaling pathway	Calml4
Calcium signaling pathway	Fgf23
Calcium signaling pathway	Phkb
Calcium signaling pathway	Prkcg
Calcium signaling pathway	Ppp3cc
Calcium signaling pathway	Asph
Calcium signaling pathway	1810037I17Rik
Calcium signaling pathway	Bdkrb1
Calcium signaling pathway	LOC641025
Calcium signaling pathway	Slc25a4
Calcium signaling pathway	Chrm5
Calcium signaling pathway	Plcb1
Calcium signaling pathway	Hgf
Calcium signaling pathway	Itpr3
Calcium signaling pathway	Fgf4
Calcium signaling pathway	Cacna1a
Calcium signaling pathway	Nos2
Calcium signaling pathway	P2rx5
Calcium signaling pathway	Calm3
Calcium signaling pathway	Cckbr
Calcium signaling pathway	Phkg2
Calcium signaling pathway	Atp2a3
Calcium signaling pathway	Camk2b
Calcium signaling pathway	Mrln
Calcium signaling pathway	Ednra
Calcium signaling pathway	Phka2
Calcium signaling pathway	Fgf17
Calcium signaling pathway	Fgfr4
Calcium signaling pathway	Vegfd
Calcium signaling pathway	Cacna1e
Calcium signaling pathway	Grin2b
Calcium signaling pathway	Erbb3
Calcium signaling pathway	Ryr3
Calcium signaling pathway	Stim2
Calcium signaling pathway	Mcoln3
Calcium signaling pathway	Cysltr2
Calcium signaling pathway	Phka1
Calcium signaling pathway	Pdgfc
Calcium signaling pathway	Htr6
Calcium signaling pathway	Tnnc2
Calcium signaling pathway	Trdn
Calcium signaling pathway	Cacna1h
Calcium signaling pathway	P2rx4
Calcium signaling pathway	Ptk2b
Calcium signaling pathway	Casq1
Calcium signaling pathway	Fgf8
Calcium signaling pathway	Cacna1b
Calcium signaling pathway	Hrh1
Calcium signaling pathway	P2rx6
Calcium signaling pathway	Fgf9
Calcium signaling pathway	Cxcr4
Calcium signaling pathway	Tpcn1
Calcium signaling pathway	Ppp3r2
Calcium signaling pathway	Fgf7
Calcium signaling pathway	Tnnc1
Calcium signaling pathway	Plcg1
Calcium signaling pathway	Drd5
Calcium signaling pathway	Flt1
Calcium signaling pathway	Cacna1i
Calcium signaling pathway	Gdnf
Calcium signaling pathway	Prkca
Calcium signaling pathway	Gnal
Calcium signaling pathway	Itpr2
Calcium signaling pathway	Smim6
Calcium signaling pathway	Slc8a2
Calcium signaling pathway	Mcoln2
Calcium signaling pathway	Gnas
Calcium signaling pathway	Ednrb
Calcium signaling pathway	Adcy9
Calcium signaling pathway	Mylk
Calcium signaling pathway	Fgf18
Calcium signaling pathway	Adora2b
Calcium signaling pathway	Bdkrb2
Calcium signaling pathway	Slc25a31
Calcium signaling pathway	Adra1d
Calcium signaling pathway	Vegfb
Calcium signaling pathway	Adrb1
Calcium signaling pathway	Vdac2
Calcium signaling pathway	Fgfr3
Calcium signaling pathway	Prkaca
Calcium signaling pathway	Pde1a
Calcium signaling pathway	Plcb3
Calcium signaling pathway	P2rx7
Calcium signaling pathway	Plce1
Calcium signaling pathway	Plcd1
Calcium signaling pathway	Gna14
Calcium signaling pathway	Nfatc3
Calcium signaling pathway	Atp2b1
Calcium signaling pathway	Grin2a
Calcium signaling pathway	Adrb3
Calcium signaling pathway	Fgf10
Calcium signaling pathway	Ntrk3
Calcium signaling pathway	Prkacb
Calcium signaling pathway	Orai2
Calcium signaling pathway	Camk2d
Calcium signaling pathway	Htr2a
Calcium signaling pathway	P2rx3
Calcium signaling pathway	Nfatc2
Calcium signaling pathway	Camk2a
Calcium signaling pathway	Egfr
Calcium signaling pathway	Plcb4
Calcium signaling pathway	Pde1c
Calcium signaling pathway	Ret
Calcium signaling pathway	Tfeb
Calcium signaling pathway	Cacna1g
Calcium signaling pathway	Ptger1
Calcium signaling pathway	Camk1
Calcium signaling pathway	Itpkc
Calcium signaling pathway	Orai1
Calcium signaling pathway	Mst1r
Calcium signaling pathway	Ppp3r1
Calcium signaling pathway	Sphk2
Calcium signaling pathway	Itpka
Calcium signaling pathway	Tbxa2r
Calcium signaling pathway	Adcy4
Calcium signaling pathway	Tacr2
Calcium signaling pathway	Nos1
Calcium signaling pathway	Slc8a1
Calcium signaling pathway	Nfatc1
Calcium signaling pathway	Pdgfa
Calcium signaling pathway	Itpkb
Calcium signaling pathway	Atp2a1
Calcium signaling pathway	Gnaq
Calcium signaling pathway	Fgf1
Calcium signaling pathway	Pln
Calcium signaling pathway	Ryr2
Calcium signaling pathway	Grin3a
Calcium signaling pathway	Atp2b3
cAMP signaling	Adcy5
cAMP signaling	Adcy2
cAMP signaling	Adcy8
cAMP signaling	Adcy1
cAMP signaling	Gnai3
cAMP signaling	Gnai1
cAMP signaling	Prkaca
cAMP signaling	Adcy7
cAMP signaling	Gnai2
cAMP signaling	Gnas
cAMP signaling	Adcy9
cAMP signaling	Adcy3
cAMP signaling	Prkacb
cAMP signaling	Adcy4
cAMP signaling	Adcy6
cAMP signaling pathway	Adora2a
cAMP signaling pathway	Chrm1
cAMP signaling pathway	Mapk9
cAMP signaling pathway	Mc2r
cAMP signaling pathway	Htr4
cAMP signaling pathway	Rac2
cAMP signaling pathway	Fshb
cAMP signaling pathway	Afdn
cAMP signaling pathway	Calml3
cAMP signaling pathway	Pde4c
cAMP signaling pathway	Cacna1f
cAMP signaling pathway	Nfkbia
cAMP signaling pathway	Mapk10
cAMP signaling pathway	Abcc4
cAMP signaling pathway	Cacna1s
cAMP signaling pathway	Cacna1d
cAMP signaling pathway	Calm5
cAMP signaling pathway	Ppara
cAMP signaling pathway	Tshr
cAMP signaling pathway	Vav1
cAMP signaling pathway	Camk2g
cAMP signaling pathway	Gpr119
cAMP signaling pathway	Calm1
cAMP signaling pathway	Crh
cAMP signaling pathway	Sstr1
cAMP signaling pathway	Oxtr
cAMP signaling pathway	Gnai1
cAMP signaling pathway	Adrb2
cAMP signaling pathway	Cacna1c
cAMP signaling pathway	Raf1
cAMP signaling pathway	Gli3
cAMP signaling pathway	Gria4
cAMP signaling pathway	Acox3
cAMP signaling pathway	Jun
cAMP signaling pathway	Rras
cAMP signaling pathway	Mapk8
cAMP signaling pathway	Map2k1
cAMP signaling pathway	Rac1
cAMP signaling pathway	Grin3b
cAMP signaling pathway	Drd1
cAMP signaling pathway	Hhip
cAMP signaling pathway	Calm2
cAMP signaling pathway	Ptger2
cAMP signaling pathway	Vav2
cAMP signaling pathway	Atp2b4
cAMP signaling pathway	Gipr
cAMP signaling pathway	Crhr1
cAMP signaling pathway	Gpha2
cAMP signaling pathway	Popdc2
cAMP signaling pathway	Popdc3
cAMP signaling pathway	Atp1b4
cAMP signaling pathway	Pde3b
cAMP signaling pathway	Map2k2
cAMP signaling pathway	Pde4d
cAMP signaling pathway	Ptger3
cAMP signaling pathway	Rock2
cAMP signaling pathway	Sstr5
cAMP signaling pathway	Npr1
cAMP signaling pathway	Ppp1cc
cAMP signaling pathway	Adcy8
cAMP signaling pathway	Atp1b1
cAMP signaling pathway	Pld1
cAMP signaling pathway	Camk4
cAMP signaling pathway	Adcyap1r1
cAMP signaling pathway	Npy
cAMP signaling pathway	Gphb5
cAMP signaling pathway	Edn1
cAMP signaling pathway	Pik3r2
cAMP signaling pathway	Pik3r1
cAMP signaling pathway	Nfkb1
cAMP signaling pathway	Cnga4
cAMP signaling pathway	Ghsr
cAMP signaling pathway	Gria1
cAMP signaling pathway	Bves
cAMP signaling pathway	Calm4
cAMP signaling pathway	Adcy1
cAMP signaling pathway	Gnai3
cAMP signaling pathway	Htr1a
cAMP signaling pathway	Lipe
cAMP signaling pathway	Rap1b
cAMP signaling pathway	Grin2d
cAMP signaling pathway	Hcn4
cAMP signaling pathway	Braf
cAMP signaling pathway	Grin2c
cAMP signaling pathway	Adcy10
cAMP signaling pathway	Adcy2
cAMP signaling pathway	Rap1a
cAMP signaling pathway	Vip
cAMP signaling pathway	Pomc
cAMP signaling pathway	Pik3cd
cAMP signaling pathway	Bdnf
cAMP signaling pathway	Sst
cAMP signaling pathway	Atp1a2
cAMP signaling pathway	Amh
cAMP signaling pathway	Hcar2
cAMP signaling pathway	Chrm2
cAMP signaling pathway	Adora1
cAMP signaling pathway	F2r
cAMP signaling pathway	Adcy3
cAMP signaling pathway	Atp2a2
cAMP signaling pathway	Cnga2
cAMP signaling pathway	Atp1b2
cAMP signaling pathway	Hcar1
cAMP signaling pathway	Crhr2
cAMP signaling pathway	Lhb
cAMP signaling pathway	Htr1b
cAMP signaling pathway	Cngb3
cAMP signaling pathway	Acox1
cAMP signaling pathway	Adcy7
cAMP signaling pathway	Atp1a1
cAMP signaling pathway	Gabbr2
cAMP signaling pathway	Grin1
cAMP signaling pathway	Fxyd2
cAMP signaling pathway	Fshr
cAMP signaling pathway	Nppa
cAMP signaling pathway	Atp2b2
cAMP signaling pathway	Cngb1
cAMP signaling pathway	Tiam1
cAMP signaling pathway	Kcnk2
cAMP signaling pathway	Lhcgr
cAMP signaling pathway	Calml4
cAMP signaling pathway	Htr1f
cAMP signaling pathway	Ppp1r1b
cAMP signaling pathway	Pde10a
cAMP signaling pathway	Akt2
cAMP signaling pathway	Creb3l4
cAMP signaling pathway	Gli1
cAMP signaling pathway	Creb3l1
cAMP signaling pathway	Rac3
cAMP signaling pathway	Ffar2
cAMP signaling pathway	Vipr2
cAMP signaling pathway	Pak1
cAMP signaling pathway	Creb1
cAMP signaling pathway	Fos
cAMP signaling pathway	Pde4b
cAMP signaling pathway	Vav3
cAMP signaling pathway	Atp1a3
cAMP signaling pathway	Calm3
cAMP signaling pathway	Pik3cb
cAMP signaling pathway	Mapk1
cAMP signaling pathway	Cnga3
cAMP signaling pathway	Sucnr1
cAMP signaling pathway	Camk2b
cAMP signaling pathway	Gria2
cAMP signaling pathway	Atp2a3
cAMP signaling pathway	Ednra
cAMP signaling pathway	Grin2b
cAMP signaling pathway	Pik3r3
cAMP signaling pathway	Ep300
cAMP signaling pathway	Gip
cAMP signaling pathway	Gnai2
cAMP signaling pathway	Ppp1ccb
cAMP signaling pathway	Rapgef4
cAMP signaling pathway	Rhoa
cAMP signaling pathway	Gcg
cAMP signaling pathway	Cnga1
cAMP signaling pathway	Pde3a
cAMP signaling pathway	Htr6
cAMP signaling pathway	Glp1r
cAMP signaling pathway	Myl9
cAMP signaling pathway	Ghrl
